jumia_sku,jysk_url,reference_price
645654,https://jysk.ma/fr/salle-de-bain/articles-de-toilette/accessoires/boite-de-rangement-djurmo-o10xh6cm-verre-brun,50
88555,https://jysk.ma/fr/salle-de-bain/articles-de-toilette/accessoires/bol-decoratif-bleket-noix-de-coco-peinte,90
